Parameter,orgGateway/Web,config_checkout_start,Send,orgGateway/Web,orgAuth,POST 127.0.0.1 /namespaces/prod/auth,200
Receive,orgMediaOrigin/Server,orgMediaOrigin,GET /*/fetch,200,Send,orgMediaOrigin/Server,orgDRM,POST 127.0.0.1 /namespaces/media/v1/license/validate,200
Receive,orgDRM/KeyVault,orgDRM,POST /*/validate,200,Send,orgDRM/KeyVault,orgTranscoder,POST 127.0.0.1 /namespaces/media/v1/stream/adapt,200
Receive,orgTranscoder/FFmpeg,orgTranscoder,POST /*/adapt,200,Send,orgTranscoder/FFmpeg,orgWatermark,POST 127.0.0.1 /namespaces/media/v1/embed/tag,200
Receive,orgWatermark/Processor,orgWatermark,POST /*/tag,200,Send,orgWatermark/Processor,orgAdEngine,POST 127.0.0.1 /namespaces/media/v1/ads/insert,200
Receive,orgAdEngine/Server,orgAdEngine,POST /*/insert,200,Send,orgAdEngine/Server,orgQoSMonitor,POST 127.0.0.1 /namespaces/media/v1/qos/report,200
Receive,orgQoSMonitor/Collector,orgQoSMonitor,POST /*/report,200,Send,orgQoSMonitor/Collector,orgBandwidthManager,POST 127.0.0.1 /namespaces/media/v1/bitrate/adjust,200
Receive,orgBandwidthManager/Controller,orgBandwidthManager,POST /*/adjust,200,Send,orgBandwidthManager/Controller,orgBillingMedia,POST 127.0.0.1 /namespaces/media/v1/usage/charge,200
Receive,orgBillingMedia/Ledger,orgBillingMedia,POST /*/charge,200,Send,orgBillingMedia/Ledger,orgAnalyticsMedia,POST 127.0.0.1 /namespaces/media/v1/view/log,201
Parameter,orgBank/Terminal,config_financial_settlement_start,Send,orgBank/Terminal,orgSwitch,POST 127.0.0.1 /namespaces/fin/v1/transaction/submit,200
Receive,orgSwitch/Router,orgSwitch,POST /*/submit,200,Send,orgSwitch/Router,orgIsoParser,POST 127.0.0.1 /namespaces/fin/v1/iso8583/parse,200
Receive,orgIsoParser/Service,orgIsoParser,POST /*/parse,200,Send,orgIsoParser/Service,orgAccountLookup,GET 127.0.0.1 /namespaces/fin/v1/account/verify,200
Receive,orgAccountLookup/DB,orgAccountLookup,GET /*/verify,200,Send,orgAccountLookup/DB,orgAMLCheck,POST 127.0.0.1 /namespaces/fin/v1/compliance/aml,200
Receive,orgAMLCheck/Sanctions,orgAMLCheck,POST /*/aml,200,Send,orgAMLCheck/Sanctions,orgBalanceReserve,POST 127.0.0.1 /namespaces/fin/v1/hold/place,200
Receive,orgBalanceReserve/Core,orgBalanceReserve,POST /*/place,200,Send,orgBalanceReserve/Core,orgClearingHouse,POST 127.0.0.1 /namespaces/fin/v1/net/settle,200
Receive,orgClearingHouse/ACH,orgClearingHouse,POST /*/settle,200,Send,orgClearingHouse/ACH,orgFeeCalculator,POST 127.0.0.1 /namespaces/fin/v1/fees/compute,200
Receive,orgFeeCalculator/Tariff,orgFeeCalculator,POST /*/compute,200,Send,orgFeeCalculator/Tariff,orgGeneralLedger,POST 127.0.0.1 /namespaces/fin/v1/journal/post,200
Receive,orgGeneralLedger/Book,orgGeneralLedger,POST /*/post,200,Send,orgGeneralLedger/Book,orgReceiptGen,POST 127.0.0.1 /namespaces/fin/v1/receipt/create,200
Receive,orgReceiptGen/Printer,orgReceiptGen,POST /*/create,200,Send,orgReceiptGen/Printer,orgSwiftNotifier,POST 127.0.0.1 /namespaces/fin/v1/swift/send,201
Parameter,orgClientApp/Mobile,config_auth_identity_start,Send,orgClientApp/Mobile,orgOAuth,POST 127.0.0.1 /namespaces/id/v2/oauth/authorize,200
Receive,orgOAuth/Server,orgOAuth,POST /*/authorize,200,Send,orgOAuth/Server,orgMFA,POST 127.0.0.1 /namespaces/id/v2/mfa/challenge,200
Receive,orgMFA/SMSGateway,orgMFA,POST /*/challenge,200,Send,orgMFA/SMSGateway,orgBiometric,POST 127.0.0.1 /namespaces/id/v2/verify/face,200
Receive,orgBiometric/Matcher,orgBiometric,POST /*/face,200,Send,orgBiometric/Matcher,orgLdap,GET 127.0.0.1 /namespaces/id/v2/directory/lookup,200
Receive,orgLdap/ActiveDirectory,orgLdap,GET /*/lookup,200,Send,orgLdap/ActiveDirectory,orgTokenIssuer,POST 127.0.0.1 /namespaces/id/v2/jwt/sign,200
Receive,orgTokenIssuer/HSM,orgTokenIssuer,POST /*/sign,200,Send,orgTokenIssuer/HSM,orgSessionStore,POST 127.0.0.1 /namespaces/id/v2/session/create,200
Receive,orgSessionStore/RedisCluster,orgSessionStore,POST /*/create,200,Send,orgSessionStore/RedisCluster,orgAuditAuth,POST 127.0.0.1 /namespaces/id/v2/audit/auth_event,200
Receive,orgAuditAuth/Logger,orgAuditAuth,POST /*/auth_event,200,Send,orgAuditAuth/Logger,orgRiskEngine,POST 127.0.0.1 /namespaces/id/v2/risk/score,200
Receive,orgRiskEngine/Eval,orgRiskEngine,POST /*/score,200,Send,orgRiskEngine/Eval,orgSSOBridge,POST 127.0.0.1 /namespaces/id/v2/sso/federate,200
Receive,orgSSOBridge/SAML,orgSSOBridge,POST /*/federate,200,Send,orgSSOBridge/SAML,orgNotificationAuth,POST 127.0.0.1 /namespaces/id/v2/alert/login,201
Parameter,orgAuthor/Studio,config_elearning_publish_start,Send,orgAuthor/Studio,orgCMS,POST 127.0.0.1 /namespaces/learn/v1/course/draft,200
Receive,orgCMS/Editor,orgCMS,POST /*/draft,200,Send,orgCMS/Editor,orgAssetUploader,POST 127.0.0.1 /namespaces/learn/v1/assets/upload,200
Receive,orgAssetUploader/S3,orgAssetUploader,POST /*/upload,200,Send,orgAssetUploader/S3,orgVirusScanner,POST 127.0.0.1 /namespaces/learn/v1/scan/malware,200
Receive,orgVirusScanner/ClamAV,orgVirusScanner,POST /*/malware,200,Send,orgVirusScanner/ClamAV,orgVideoCompressor,POST 127.0.0.1 /namespaces/learn/v1/video/encode,200
Receive,orgVideoCompressor/Worker,orgVideoCompressor,POST /*/encode,200,Send,orgVideoCompressor/Worker,orgSubtitler,POST 127.0.0.1 /namespaces/learn/v1/subtitles/generate,200
Receive,orgSubtitler/AI,orgSubtitler,POST /*/generate,200,Send,orgSubtitler/AI,orgQuizValidator,POST 127.0.0.1 /namespaces/learn/v1/quiz/validate,200
Receive,orgQuizValidator/Engine,orgQuizValidator,POST /*/validate,200,Send,orgQuizValidator/Engine,orgSearchIndexEdu,POST 127.0.0.1 /namespaces/learn/v1/search/index,200
Receive,orgSearchIndexEdu/ES,orgSearchIndexEdu,POST /*/index,200,Send,orgSearchIndexEdu/ES,orgNotificationEdu,POST 127.0.0.1 /namespaces/learn/v1/notify/students,200
Receive,orgNotificationEdu/Push,orgNotificationEdu,POST /*/students,200,Send,orgNotificationEdu/Push,orgRecommendation,POST 127.0.0.1 /namespaces/learn/v1/recs/update,200
Receive,orgRecommendation/ML,orgRecommendation,POST /*/update,200,Send,orgRecommendation/ML,orgEduAnalytics,POST 127.0.0.1 /namespaces/learn/v1/publish/log,201
Parameter,orgWarehouse/Scanner,config_supply_chain_start,Send,orgWarehouse/Scanner,orgWMS,POST 127.0.0.1 /namespaces/supply/v1/item/scan,200
Receive,orgWMS/Core,orgWMS,POST /*/scan,200,Send,orgWMS/Core,orgInventorySupply,POST 127.0.0.1 /namespaces/supply/v1/stock/update,200
Receive,orgInventorySupply/DB,orgInventorySupply,POST /*/update,200,Send,orgInventorySupply/DB,orgReorderEngine,POST 127.0.0.1 /namespaces/supply/v1/reorder/check,200
Receive,orgReorderEngine/Rules,orgReorderEngine,POST /*/check,200,Send,orgReorderEngine/Rules,orgPOManager,POST 127.0.0.1 /namespaces/supply/v1/po/generate,200
Receive,orgPOManager/ERP,orgPOManager,POST /*/generate,200,Send,orgPOManager/ERP,orgVendorPortal,POST 127.0.0.1 /namespaces/supply/v1/vendor/dispatch,200
Receive,orgVendorPortal/API,orgVendorPortal,POST /*/dispatch,200,Send,orgVendorPortal/API,orgFreightMatcher,POST 127.0.0.1 /namespaces/supply/v1/freight/book,200
Receive,orgFreightMatcher/Broker,orgFreightMatcher,POST /*/book,200,Send,orgFreightMatcher/Broker,orgCustomsClearance,POST 127.0.0.1 /namespaces/supply/v1/customs/file,200
Receive,orgCustomsClearance/Gov,orgCustomsClearance,POST /*/file,200,Send,orgCustomsClearance/Gov,orgTrackingHub,POST 127.0.0.1 /namespaces/supply/v1/tracking/init,200
Receive,orgTrackingHub/GPS,orgTrackingHub,POST /*/init,200,Send,orgTrackingHub/GPS,orgETAEstimator,POST 127.0.0.1 /namespaces/supply/v1/eta/predict,200
Receive,orgETAEstimator/AI,orgETAEstimator,POST /*/predict,200,Send,orgETAEstimator/AI,orgLogisticsAudit,POST 127.0.0.1 /namespaces/supply/v1/audit/record,201
Parameter,orgSmartMeter/GridNode,config_smart_grid_start,Send,orgSmartMeter/GridNode,orgCollectorGrid,POST 127.0.0.1 /namespaces/energy/v1/usage/report,200
Receive,orgCollectorGrid/Gateway,orgCollectorGrid,POST /*/report,200,Send,orgCollectorGrid/Gateway,orgLoadBalancerGrid,POST 127.0.0.1 /namespaces/energy/v1/load/eval,200
Receive,orgLoadBalancerGrid/Engine,orgLoadBalancerGrid,POST /*/eval,200,Send,orgLoadBalancerGrid/Engine,orgSubstation,POST 127.0.0.1 /namespaces/energy/v1/voltage/adjust,200
Receive,orgSubstation/Scada,orgSubstation,POST /*/adjust,200,Send,orgSubstation/Scada,orgBatteryStorage,POST 127.0.0.1 /namespaces/energy/v1/battery/charge,200
Receive,orgBatteryStorage/BMS,orgBatteryStorage,POST /*/charge,200,Send,orgBatteryStorage/BMS,orgRenewableSource,GET 127.0.0.1 /namespaces/energy/v1/solar/capacity,200
Receive,orgRenewableSource/Solar,orgRenewableSource,GET /*/capacity,200,Send,orgRenewableSource/Solar,orgPricingEngine,POST 127.0.0.1 /namespaces/energy/v1/tariff/calculate,200
Receive,orgPricingEngine/Market,orgPricingEngine,POST /*/calculate,200,Send,orgPricingEngine/Market,orgDemandResponse,POST 127.0.0.1 /namespaces/energy/v1/demand/curtail,200
Receive,orgDemandResponse/Grid,orgDemandResponse,POST /*/curtail,200,Send,orgDemandResponse/Grid,orgBillingEnergy,POST 127.0.0.1 /namespaces/energy/v1/bill/accrue,200
Receive,orgBillingEnergy/Core,orgBillingEnergy,POST /*/accrue,200,Send,orgBillingEnergy/Core,orgOutageMonitor,POST 127.0.0.1 /namespaces/energy/v1/outage/check,200
Receive,orgOutageMonitor/GIS,orgOutageMonitor,POST /*/check,200,Send,orgOutageMonitor/GIS,orgGridAnalytics,POST 127.0.0.1 /namespaces/energy/v1/analytics/save,201
